zip,city,state_name,active
20770,Service Area,US,yes
20772,Service Area,US,yes
20774,Service Area,US,yes
20776,Service Area,US,yes
20777,Service Area,US,yes
20778,Service Area,US,yes
20779,Service Area,US,yes
20781,Service Area,US,yes
20782,Service Area,US,yes
20783,Service Area,US,yes
20784,Service Area,US,yes
20785,Service Area,US,yes
20794,Service Area,US,yes
20812,Service Area,US,yes
20814,Service Area,US,yes
20815,Service Area,US,yes
20816,Service Area,US,yes
20817,Service Area,US,yes
20818,Service Area,US,yes
20832,Service Area,US,yes
20833,Service Area,US,yes
20837,Service Area,US,yes
20838,Service Area,US,yes
20839,Service Area,US,yes
20841,Service Area,US,yes
20842,Service Area,US,yes
20850,Service Area,US,yes
20851,Service Area,US,yes
20852,Service Area,US,yes
20853,Service Area,US,yes
20854,Service Area,US,yes
20855,Service Area,US,yes
20860,Service Area,US,yes
20861,Service Area,US,yes
20862,Service Area,US,yes
20866,Service Area,US,yes
20868,Service Area,US,yes
20871,Service Area,US,yes
20872,Service Area,US,yes
20874,Service Area,US,yes
20876,Service Area,US,yes
20877,Service Area,US,yes
20878,Service Area,US,yes
20879,Service Area,US,yes
20880,Service Area,US,yes
20882,Service Area,US,yes
20886,Service Area,US,yes
20895,Service Area,US,yes
20896,Service Area,US,yes
20899,Service Area,US,yes
20901,Service Area,US,yes
20902,Service Area,US,yes
20903,Service Area,US,yes
20904,Service Area,US,yes
20905,Service Area,US,yes
20906,Service Area,US,yes
20910,Service Area,US,yes
20912,Service Area,US,yes
21001,Service Area,US,yes
21005,Service Area,US,yes
21009,Service Area,US,yes
21010,Service Area,US,yes
21012,Service Area,US,yes
21013,Service Area,US,yes
21014,Service Area,US,yes
21015,Service Area,US,yes
21017,Service Area,US,yes
21028,Service Area,US,yes
21029,Service Area,US,yes
21030,Service Area,US,yes
21031,Service Area,US,yes
21032,Service Area,US,yes
21034,Service Area,US,yes
21035,Service Area,US,yes
21036,Service Area,US,yes
21037,Service Area,US,yes
21040,Service Area,US,yes
21042,Service Area,US,yes
21043,Service Area,US,yes
21044,Service Area,US,yes
21045,Service Area,US,yes
21046,Service Area,US,yes
21047,Service Area,US,yes
21048,Service Area,US,yes
21050,Service Area,US,yes
21051,Service Area,US,yes
21052,Service Area,US,yes
21053,Service Area,US,yes
21054,Service Area,US,yes
21056,Service Area,US,yes
21057,Service Area,US,yes
21060,Service Area,US,yes
21061,Service Area,US,yes
21071,Service Area,US,yes
21074,Service Area,US,yes
21075,Service Area,US,yes
21076,Service Area,US,yes
21077,Service Area,US,yes
21078,Service Area,US,yes
21082,Service Area,US,yes
21084,Service Area,US,yes
21085,Service Area,US,yes
21087,Service Area,US,yes
21090,Service Area,US,yes
21093,Service Area,US,yes
21102,Service Area,US,yes
21104,Service Area,US,yes
21105,Service Area,US,yes
21108,Service Area,US,yes
21111,Service Area,US,yes
21113,Service Area,US,yes
21114,Service Area,US,yes
21117,Service Area,US,yes
21120,Service Area,US,yes
21122,Service Area,US,yes
21128,Service Area,US,yes
21130,Service Area,US,yes
21131,Service Area,US,yes
21132,Service Area,US,yes
21133,Service Area,US,yes
21136,Service Area,US,yes
21140,Service Area,US,yes
21144,Service Area,US,yes
21146,Service Area,US,yes
21152,Service Area,US,yes
21153,Service Area,US,yes
21154,Service Area,US,yes
21155,Service Area,US,yes
21156,Service Area,US,yes
21157,Service Area,US,yes
21158,Service Area,US,yes
21160,Service Area,US,yes
21161,Service Area,US,yes
21162,Service Area,US,yes
21163,Service Area,US,yes
21201,Service Area,US,yes
21202,Service Area,US,yes
21204,Service Area,US,yes
21205,Service Area,US,yes
21206,Service Area,US,yes
21207,Service Area,US,yes
21208,Service Area,US,yes
21209,Service Area,US,yes
21210,Service Area,US,yes
21211,Service Area,US,yes
21212,Service Area,US,yes
21213,Service Area,US,yes
21214,Service Area,US,yes
21215,Service Area,US,yes
21216,Service Area,US,yes
21217,Service Area,US,yes
21218,Service Area,US,yes
21219,Service Area,US,yes
21220,Service Area,US,yes
21221,Service Area,US,yes
21222,Service Area,US,yes
21223,Service Area,US,yes
21224,Service Area,US,yes
21225,Service Area,US,yes
21226,Service Area,US,yes
21227,Service Area,US,yes
21228,Service Area,US,yes
21229,Service Area,US,yes
21230,Service Area,US,yes
21231,Service Area,US,yes
21234,Service Area,US,yes
21236,Service Area,US,yes
21237,Service Area,US,yes
21239,Service Area,US,yes
21240,Service Area,US,yes
21244,Service Area,US,yes
21250,Service Area,US,yes
21251,Service Area,US,yes
21252,Service Area,US,yes
21286,Service Area,US,yes
21401,Service Area,US,yes
21402,Service Area,US,yes
21403,Service Area,US,yes
21405,Service Area,US,yes
21409,Service Area,US,yes
21619,Service Area,US,yes
21638,Service Area,US,yes
21666,Service Area,US,yes
21701,Service Area,US,yes
21702,Service Area,US,yes
21703,Service Area,US,yes
21704,Service Area,US,yes
21705,Service Area,US,yes
21710,Service Area,US,yes
21714,Service Area,US,yes
21716,Service Area,US,yes
21717,Service Area,US,yes
21718,Service Area,US,yes
21719,Service Area,US,yes
21723,Service Area,US,yes
21727,Service Area,US,yes
21737,Service Area,US,yes
21738,Service Area,US,yes
21754,Service Area,US,yes
21755,Service Area,US,yes
21757,Service Area,US,yes
21758,Service Area,US,yes
21762,Service Area,US,yes
21769,Service Area,US,yes
21770,Service Area,US,yes
21771,Service Area,US,yes
21773,Service Area,US,yes
21774,Service Area,US,yes
21776,Service Area,US,yes
21777,Service Area,US,yes
21778,Service Area,US,yes
21780,Service Area,US,yes
21783,Service Area,US,yes
21784,Service Area,US,yes
21787,Service Area,US,yes
21788,Service Area,US,yes
21790,Service Area,US,yes
21791,Service Area,US,yes
21793,Service Area,US,yes
21794,Service Area,US,yes
21797,Service Area,US,yes
21798,Service Area,US,yes
22003,Service Area,US,yes
22015,Service Area,US,yes
22025,Service Area,US,yes
22026,Service Area,US,yes
22027,Service Area,US,yes
22030,Service Area,US,yes
22031,Service Area,US,yes
22032,Service Area,US,yes
22033,Service Area,US,yes
22035,Service Area,US,yes
22039,Service Area,US,yes
22041,Service Area,US,yes
22042,Service Area,US,yes
22043,Service Area,US,yes
22044,Service Area,US,yes
22046,Service Area,US,yes
22060,Service Area,US,yes
22066,Service Area,US,yes
22079,Service Area,US,yes
22101,Service Area,US,yes
22102,Service Area,US,yes
22124,Service Area,US,yes
22125,Service Area,US,yes
22134,Service Area,US,yes
22150,Service Area,US,yes
22151,Service Area,US,yes
22152,Service Area,US,yes
22153,Service Area,US,yes
22172,Service Area,US,yes
22180,Service Area,US,yes
22181,Service Area,US,yes
22182,Service Area,US,yes
22185,Service Area,US,yes
22191,Service Area,US,yes
22192,Service Area,US,yes
22193,Service Area,US,yes
22201,Service Area,US,yes
22202,Service Area,US,yes
22203,Service Area,US,yes
22204,Service Area,US,yes
22205,Service Area,US,yes
22206,Service Area,US,yes
22207,Service Area,US,yes
22209,Service Area,US,yes
22211,Service Area,US,yes
22213,Service Area,US,yes
22214,Service Area,US,yes
22301,Service Area,US,yes
22302,Service Area,US,yes
22303,Service Area,US,yes
22304,Service Area,US,yes
22305,Service Area,US,yes
22306,Service Area,US,yes
22307,Service Area,US,yes
22308,Service Area,US,yes
22309,Service Area,US,yes
22310,Service Area,US,yes
22311,Service Area,US,yes
22312,Service Area,US,yes
22314,Service Area,US,yes
22315,Service Area,US,yes
22401,Service Area,US,yes
22405,Service Area,US,yes
22406,Service Area,US,yes
22407,Service Area,US,yes
22408,Service Area,US,yes
22427,Service Area,US,yes
22433,Service Area,US,yes
22448,Service Area,US,yes
22485,Service Area,US,yes
22508,Service Area,US,yes
22514,Service Area,US,yes
22534,Service Area,US,yes
22535,Service Area,US,yes
22538,Service Area,US,yes
22542,Service Area,US,yes
22546,Service Area,US,yes
22551,Service Area,US,yes
22553,Service Area,US,yes
22554,Service Area,US,yes
22556,Service Area,US,yes
22567,Service Area,US,yes
22580,Service Area,US,yes
22623,Service Area,US,yes
22627,Service Area,US,yes
22639,Service Area,US,yes
22642,Service Area,US,yes
22643,Service Area,US,yes
22701,Service Area,US,yes
22712,Service Area,US,yes
22714,Service Area,US,yes
22718,Service Area,US,yes
22720,Service Area,US,yes
22724,Service Area,US,yes
22726,Service Area,US,yes
22728,Service Area,US,yes
22729,Service Area,US,yes
22733,Service Area,US,yes
22734,Service Area,US,yes
22736,Service Area,US,yes
22737,Service Area,US,yes
22741,Service Area,US,yes
22742,Service Area,US,yes
22942,Service Area,US,yes
22960,Service Area,US,yes
23005,Service Area,US,yes
23015,Service Area,US,yes
23024,Service Area,US,yes
23039,Service Area,US,yes
23047,Service Area,US,yes
23059,Service Area,US,yes
23060,Service Area,US,yes
23063,Service Area,US,yes
23065,Service Area,US,yes
23069,Service Area,US,yes
23075,Service Area,US,yes
23084,Service Area,US,yes
23086,Service Area,US,yes
23093,Service Area,US,yes
23102,Service Area,US,yes
23103,Service Area,US,yes
23111,Service Area,US,yes
23112,Service Area,US,yes
23113,Service Area,US,yes
23114,Service Area,US,yes
23116,Service Area,US,yes
23117,Service Area,US,yes
23120,Service Area,US,yes
23124,Service Area,US,yes
23129,Service Area,US,yes
23139,Service Area,US,yes
23141,Service Area,US,yes
23146,Service Area,US,yes
23150,Service Area,US,yes
23153,Service Area,US,yes
23160,Service Area,US,yes
23173,Service Area,US,yes
23192,Service Area,US,yes
23219,Service Area,US,yes
23220,Service Area,US,yes
23221,Service Area,US,yes
23222,Service Area,US,yes
23223,Service Area,US,yes
23224,Service Area,US,yes
23225,Service Area,US,yes
23226,Service Area,US,yes
23227,Service Area,US,yes
23228,Service Area,US,yes
23229,Service Area,US,yes
23230,Service Area,US,yes
23233,Service Area,US,yes
23234,Service Area,US,yes
23235,Service Area,US,yes
23236,Service Area,US,yes
23237,Service Area,US,yes
23238,Service Area,US,yes
23250,Service Area,US,yes
23294,Service Area,US,yes
23831,Service Area,US,yes
23832,Service Area,US,yes
23836,Service Area,US,yes
23838,Service Area,US,yes
27006,Service Area,US,yes
27012,Service Area,US,yes
27013,Service Area,US,yes
27014,Service Area,US,yes
27028,Service Area,US,yes
27051,Service Area,US,yes
27054,Service Area,US,yes
27101,Service Area,US,yes
27103,Service Area,US,yes
27104,Service Area,US,yes
27105,Service Area,US,yes
27106,Service Area,US,yes
27107,Service Area,US,yes
27109,Service Area,US,yes
27110,Service Area,US,yes
27127,Service Area,US,yes
27207,Service Area,US,yes
27208,Service Area,US,yes
27214,Service Area,US,yes
27215,Service Area,US,yes
27217,Service Area,US,yes
27233,Service Area,US,yes
27235,Service Area,US,yes
27239,Service Area,US,yes
27243,Service Area,US,yes
27244,Service Area,US,yes
27248,Service Area,US,yes
27249,Service Area,US,yes
27252,Service Area,US,yes
27253,Service Area,US,yes
27258,Service Area,US,yes
27260,Service Area,US,yes
27262,Service Area,US,yes
27263,Service Area,US,yes
27265,Service Area,US,yes
27278,Service Area,US,yes
27282,Service Area,US,yes
27283,Service Area,US,yes
27284,Service Area,US,yes
27292,Service Area,US,yes
27295,Service Area,US,yes
27299,Service Area,US,yes
27301,Service Area,US,yes
27302,Service Area,US,yes
27306,Service Area,US,yes
27310,Service Area,US,yes
27312,Service Area,US,yes
27313,Service Area,US,yes
27317,Service Area,US,yes
27325,Service Area,US,yes
27330,Service Area,US,yes
27332,Service Area,US,yes
27340,Service Area,US,yes
27344,Service Area,US,yes
27349,Service Area,US,yes
27355,Service Area,US,yes
27357,Service Area,US,yes
27358,Service Area,US,yes
27360,Service Area,US,yes
27370,Service Area,US,yes
27376,Service Area,US,yes
27377,Service Area,US,yes
27401,Service Area,US,yes
27403,Service Area,US,yes
27405,Service Area,US,yes
27406,Service Area,US,yes
27407,Service Area,US,yes
27408,Service Area,US,yes
27409,Service Area,US,yes
27410,Service Area,US,yes
27455,Service Area,US,yes
27501,Service Area,US,yes
27502,Service Area,US,yes
27503,Service Area,US,yes
27504,Service Area,US,yes
27505,Service Area,US,yes
27508,Service Area,US,yes
27509,Service Area,US,yes
27510,Service Area,US,yes
27511,Service Area,US,yes
27513,Service Area,US,yes
27514,Service Area,US,yes
27516,Service Area,US,yes
27517,Service Area,US,yes
27518,Service Area,US,yes
27519,Service Area,US,yes
27520,Service Area,US,yes
27521,Service Area,US,yes
27522,Service Area,US,yes
27523,Service Area,US,yes
27524,Service Area,US,yes
27525,Service Area,US,yes
27526,Service Area,US,yes
27527,Service Area,US,yes
27529,Service Area,US,yes
27530,Service Area,US,yes
27531,Service Area,US,yes
27534,Service Area,US,yes
27539,Service Area,US,yes
27540,Service Area,US,yes
27542,Service Area,US,yes
27545,Service Area,US,yes
27546,Service Area,US,yes
27549,Service Area,US,yes
27555,Service Area,US,yes
27557,Service Area,US,yes
27559,Service Area,US,yes
27560,Service Area,US,yes
27562,Service Area,US,yes
27568,Service Area,US,yes
27569,Service Area,US,yes
27571,Service Area,US,yes
27572,Service Area,US,yes
27576,Service Area,US,yes
27577,Service Area,US,yes
27581,Service Area,US,yes
27587,Service Area,US,yes
27591,Service Area,US,yes
27592,Service Area,US,yes
27596,Service Area,US,yes
27597,Service Area,US,yes
27601,Service Area,US,yes
27603,Service Area,US,yes
27604,Service Area,US,yes
27605,Service Area,US,yes
27606,Service Area,US,yes
27607,Service Area,US,yes
27608,Service Area,US,yes
27609,Service Area,US,yes
27610,Service Area,US,yes
27612,Service Area,US,yes
27613,Service Area,US,yes
27614,Service Area,US,yes
27615,Service Area,US,yes
27616,Service Area,US,yes
27617,Service Area,US,yes
27701,Service Area,US,yes
27703,Service Area,US,yes
27704,Service Area,US,yes
27705,Service Area,US,yes
27707,Service Area,US,yes
27709,Service Area,US,yes
27712,Service Area,US,yes
27713,Service Area,US,yes
27801,Service Area,US,yes
27803,Service Area,US,yes
27804,Service Area,US,yes
27807,Service Area,US,yes
27813,Service Area,US,yes
27830,Service Area,US,yes
27851,Service Area,US,yes
27863,Service Area,US,yes
27878,Service Area,US,yes
27880,Service Area,US,yes
27882,Service Area,US,yes
27893,Service Area,US,yes
27896,Service Area,US,yes
28001,Service Area,US,yes
28006,Service Area,US,yes
28007,Service Area,US,yes
28009,Service Area,US,yes
28012,Service Area,US,yes
28016,Service Area,US,yes
28017,Service Area,US,yes
28018,Service Area,US,yes
28019,Service Area,US,yes
28021,Service Area,US,yes
28023,Service Area,US,yes
28025,Service Area,US,yes
28027,Service Area,US,yes
28031,Service Area,US,yes
28032,Service Area,US,yes
28033,Service Area,US,yes
28034,Service Area,US,yes
28036,Service Area,US,yes
28037,Service Area,US,yes
28039,Service Area,US,yes
28040,Service Area,US,yes
28043,Service Area,US,yes
28052,Service Area,US,yes
28054,Service Area,US,yes
28056,Service Area,US,yes
28071,Service Area,US,yes
28072,Service Area,US,yes
28073,Service Area,US,yes
28075,Service Area,US,yes
28076,Service Area,US,yes
28077,Service Area,US,yes
28078,Service Area,US,yes
28079,Service Area,US,yes
28080,Service Area,US,yes
28081,Service Area,US,yes
28083,Service Area,US,yes
28086,Service Area,US,yes
28088,Service Area,US,yes
28089,Service Area,US,yes
28090,Service Area,US,yes
28092,Service Area,US,yes
28097,Service Area,US,yes
28098,Service Area,US,yes
28101,Service Area,US,yes
28103,Service Area,US,yes
28104,Service Area,US,yes
28105,Service Area,US,yes
28107,Service Area,US,yes
28108,Service Area,US,yes
28109,Service Area,US,yes
28110,Service Area,US,yes
28112,Service Area,US,yes
28114,Service Area,US,yes
28115,Service Area,US,yes
28117,Service Area,US,yes
28119,Service Area,US,yes
28120,Service Area,US,yes
28124,Service Area,US,yes
28125,Service Area,US,yes
28127,Service Area,US,yes
28128,Service Area,US,yes
28129,Service Area,US,yes
28133,Service Area,US,yes
28134,Service Area,US,yes
28135,Service Area,US,yes
28137,Service Area,US,yes
28138,Service Area,US,yes
28139,Service Area,US,yes
28144,Service Area,US,yes
28146,Service Area,US,yes
28147,Service Area,US,yes
28150,Service Area,US,yes
28152,Service Area,US,yes
28159,Service Area,US,yes
28160,Service Area,US,yes
28163,Service Area,US,yes
28164,Service Area,US,yes
28166,Service Area,US,yes
28167,Service Area,US,yes
28168,Service Area,US,yes
28169,Service Area,US,yes
28170,Service Area,US,yes
28173,Service Area,US,yes
28174,Service Area,US,yes
28202,Service Area,US,yes
28203,Service Area,US,yes
28204,Service Area,US,yes
28205,Service Area,US,yes
28206,Service Area,US,yes
28207,Service Area,US,yes
28208,Service Area,US,yes
28209,Service Area,US,yes
28210,Service Area,US,yes
28211,Service Area,US,yes
28212,Service Area,US,yes
28213,Service Area,US,yes
28214,Service Area,US,yes
28215,Service Area,US,yes
28216,Service Area,US,yes
28217,Service Area,US,yes
28226,Service Area,US,yes
28227,Service Area,US,yes
28244,Service Area,US,yes
28262,Service Area,US,yes
28269,Service Area,US,yes
28270,Service Area,US,yes
28273,Service Area,US,yes
28277,Service Area,US,yes
28278,Service Area,US,yes
28280,Service Area,US,yes
28282,Service Area,US,yes
28301,Service Area,US,yes
28303,Service Area,US,yes
28304,Service Area,US,yes
28305,Service Area,US,yes
28306,Service Area,US,yes
28307,Service Area,US,yes
28310,Service Area,US,yes
28311,Service Area,US,yes
28312,Service Area,US,yes
28314,Service Area,US,yes
28315,Service Area,US,yes
28323,Service Area,US,yes
28326,Service Area,US,yes
28327,Service Area,US,yes
28334,Service Area,US,yes
28339,Service Area,US,yes
28342,Service Area,US,yes
28348,Service Area,US,yes
28350,Service Area,US,yes
28356,Service Area,US,yes
28365,Service Area,US,yes
28366,Service Area,US,yes
28373,Service Area,US,yes
28374,Service Area,US,yes
28376,Service Area,US,yes
28387,Service Area,US,yes
28390,Service Area,US,yes
28394,Service Area,US,yes
28401,Service Area,US,yes
28403,Service Area,US,yes
28405,Service Area,US,yes
28409,Service Area,US,yes
28411,Service Area,US,yes
28412,Service Area,US,yes
28429,Service Area,US,yes
28480,Service Area,US,yes
28601,Service Area,US,yes
28602,Service Area,US,yes
28609,Service Area,US,yes
28610,Service Area,US,yes
28612,Service Area,US,yes
28613,Service Area,US,yes
28619,Service Area,US,yes
28625,Service Area,US,yes
28628,Service Area,US,yes
28630,Service Area,US,yes
28634,Service Area,US,yes
28637,Service Area,US,yes
28638,Service Area,US,yes
28650,Service Area,US,yes
28658,Service Area,US,yes
28660,Service Area,US,yes
28666,Service Area,US,yes
28667,Service Area,US,yes
28671,Service Area,US,yes
28673,Service Area,US,yes
28677,Service Area,US,yes
28678,Service Area,US,yes
28681,Service Area,US,yes
28682,Service Area,US,yes
28690,Service Area,US,yes
28701,Service Area,US,yes
28704,Service Area,US,yes
28707,Service Area,US,yes
28708,Service Area,US,yes
28709,Service Area,US,yes
28711,Service Area,US,yes
28712,Service Area,US,yes
28715,Service Area,US,yes
28716,Service Area,US,yes
28717,Service Area,US,yes
28718,Service Area,US,yes
28720,Service Area,US,yes
28721,Service Area,US,yes
28722,Service Area,US,yes
28723,Service Area,US,yes
28725,Service Area,US,yes
28726,Service Area,US,yes
28729,Service Area,US,yes
28730,Service Area,US,yes
28731,Service Area,US,yes
28732,Service Area,US,yes
28735,Service Area,US,yes
28736,Service Area,US,yes
28739,Service Area,US,yes
28742,Service Area,US,yes
28745,Service Area,US,yes
28746,Service Area,US,yes
28747,Service Area,US,yes
28748,Service Area,US,yes
28749,Service Area,US,yes
28751,Service Area,US,yes
28752,Service Area,US,yes
28754,Service Area,US,yes
28756,Service Area,US,yes
28757,Service Area,US,yes
28759,Service Area,US,yes
28761,Service Area,US,yes
28762,Service Area,US,yes
28766,Service Area,US,yes
28768,Service Area,US,yes
28772,Service Area,US,yes
28773,Service Area,US,yes
28774,Service Area,US,yes
28778,Service Area,US,yes
28779,Service Area,US,yes
28782,Service Area,US,yes
28783,Service Area,US,yes
28785,Service Area,US,yes
28786,Service Area,US,yes
28787,Service Area,US,yes
28790,Service Area,US,yes
28791,Service Area,US,yes
28792,Service Area,US,yes
28801,Service Area,US,yes
28803,Service Area,US,yes
28804,Service Area,US,yes
28805,Service Area,US,yes
28806,Service Area,US,yes
29301,Service Area,US,yes
29302,Service Area,US,yes
29303,Service Area,US,yes
29306,Service Area,US,yes
29307,Service Area,US,yes
29316,Service Area,US,yes
29320,Service Area,US,yes
29322,Service Area,US,yes
29323,Service Area,US,yes
29324,Service Area,US,yes
29329,Service Area,US,yes
29330,Service Area,US,yes
29333,Service Area,US,yes
29334,Service Area,US,yes
29346,Service Area,US,yes
29349,Service Area,US,yes
29356,Service Area,US,yes
29365,Service Area,US,yes
29369,Service Area,US,yes
29375,Service Area,US,yes
29376,Service Area,US,yes
29377,Service Area,US,yes
29378,Service Area,US,yes
29385,Service Area,US,yes
29388,Service Area,US,yes
29401,Service Area,US,yes
29403,Service Area,US,yes
29404,Service Area,US,yes
29405,Service Area,US,yes
29406,Service Area,US,yes
29407,Service Area,US,yes
29409,Service Area,US,yes
29412,Service Area,US,yes
29414,Service Area,US,yes
29418,Service Area,US,yes
29420,Service Area,US,yes
29423,Service Area,US,yes
29424,Service Area,US,yes
29439,Service Area,US,yes
29450,Service Area,US,yes
29451,Service Area,US,yes
29455,Service Area,US,yes
29456,Service Area,US,yes
29464,Service Area,US,yes
29466,Service Area,US,yes
29483,Service Area,US,yes
29485,Service Area,US,yes
29492,Service Area,US,yes
29601,Service Area,US,yes
29605,Service Area,US,yes
29607,Service Area,US,yes
29609,Service Area,US,yes
29611,Service Area,US,yes
29613,Service Area,US,yes
29614,Service Area,US,yes
29615,Service Area,US,yes
29617,Service Area,US,yes
29630,Service Area,US,yes
29631,Service Area,US,yes
29634,Service Area,US,yes
29635,Service Area,US,yes
29640,Service Area,US,yes
29642,Service Area,US,yes
29644,Service Area,US,yes
29650,Service Area,US,yes
29651,Service Area,US,yes
29657,Service Area,US,yes
29661,Service Area,US,yes
29662,Service Area,US,yes
29667,Service Area,US,yes
29671,Service Area,US,yes
29673,Service Area,US,yes
29680,Service Area,US,yes
29681,Service Area,US,yes
29682,Service Area,US,yes
29683,Service Area,US,yes
29685,Service Area,US,yes
29687,Service Area,US,yes
29690,Service Area,US,yes
29702,Service Area,US,yes
29704,Service Area,US,yes
29707,Service Area,US,yes
29708,Service Area,US,yes
29710,Service Area,US,yes
29715,Service Area,US,yes
29720,Service Area,US,yes
29726,Service Area,US,yes
29730,Service Area,US,yes
29732,Service Area,US,yes
29733,Service Area,US,yes
29745,Service Area,US,yes
30002,Service Area,US,yes
30004,Service Area,US,yes
30005,Service Area,US,yes
30008,Service Area,US,yes
30009,Service Area,US,yes
30011,Service Area,US,yes
30017,Service Area,US,yes
30019,Service Area,US,yes
30022,Service Area,US,yes
30024,Service Area,US,yes
30028,Service Area,US,yes
30038,Service Area,US,yes
30039,Service Area,US,yes
30040,Service Area,US,yes
30041,Service Area,US,yes
30043,Service Area,US,yes
30044,Service Area,US,yes
30045,Service Area,US,yes
30046,Service Area,US,yes
30047,Service Area,US,yes
30052,Service Area,US,yes
30058,Service Area,US,yes
30060,Service Area,US,yes
30062,Service Area,US,yes
30064,Service Area,US,yes
30066,Service Area,US,yes
30067,Service Area,US,yes
30068,Service Area,US,yes
30071,Service Area,US,yes
30075,Service Area,US,yes
30076,Service Area,US,yes
30078,Service Area,US,yes
30079,Service Area,US,yes
30080,Service Area,US,yes
30082,Service Area,US,yes
30083,Service Area,US,yes
30084,Service Area,US,yes
30087,Service Area,US,yes
30088,Service Area,US,yes
30092,Service Area,US,yes
30093,Service Area,US,yes
30096,Service Area,US,yes
30097,Service Area,US,yes
30101,Service Area,US,yes
30102,Service Area,US,yes
30106,Service Area,US,yes
30107,Service Area,US,yes
30114,Service Area,US,yes
30115,Service Area,US,yes
30120,Service Area,US,yes
30121,Service Area,US,yes
30122,Service Area,US,yes
30126,Service Area,US,yes
30127,Service Area,US,yes
30132,Service Area,US,yes
30134,Service Area,US,yes
30135,Service Area,US,yes
30137,Service Area,US,yes
30141,Service Area,US,yes
30144,Service Area,US,yes
30152,Service Area,US,yes
30157,Service Area,US,yes
30168,Service Area,US,yes
30183,Service Area,US,yes
30184,Service Area,US,yes
30188,Service Area,US,yes
30189,Service Area,US,yes
30303,Service Area,US,yes
30305,Service Area,US,yes
30306,Service Area,US,yes
30307,Service Area,US,yes
30308,Service Area,US,yes
30309,Service Area,US,yes
30310,Service Area,US,yes
30311,Service Area,US,yes
30312,Service Area,US,yes
30313,Service Area,US,yes
30314,Service Area,US,yes
30315,Service Area,US,yes
30316,Service Area,US,yes
30317,Service Area,US,yes
30318,Service Area,US,yes
30319,Service Area,US,yes
30322,Service Area,US,yes
30324,Service Area,US,yes
30326,Service Area,US,yes
30327,Service Area,US,yes
30328,Service Area,US,yes
30329,Service Area,US,yes
30332,Service Area,US,yes
30334,Service Area,US,yes
30336,Service Area,US,yes
30338,Service Area,US,yes
30339,Service Area,US,yes
30340,Service Area,US,yes
30341,Service Area,US,yes
30342,Service Area,US,yes
30345,Service Area,US,yes
30346,Service Area,US,yes
30350,Service Area,US,yes
30360,Service Area,US,yes
30363,Service Area,US,yes
30501,Service Area,US,yes
30504,Service Area,US,yes
30506,Service Area,US,yes
30507,Service Area,US,yes
30517,Service Area,US,yes
30518,Service Area,US,yes
30519,Service Area,US,yes
30542,Service Area,US,yes
30548,Service Area,US,yes
30566,Service Area,US,yes
30620,Service Area,US,yes
30666,Service Area,US,yes
30680,Service Area,US,yes
32033,Service Area,US,yes
32034,Service Area,US,yes
32043,Service Area,US,yes
32044,Service Area,US,yes
32054,Service Area,US,yes
32068,Service Area,US,yes
32080,Service Area,US,yes
32081,Service Area,US,yes
32082,Service Area,US,yes
32084,Service Area,US,yes
32086,Service Area,US,yes
32091,Service Area,US,yes
32092,Service Area,US,yes
32095,Service Area,US,yes
32102,Service Area,US,yes
32110,Service Area,US,yes
32112,Service Area,US,yes
32113,Service Area,US,yes
32114,Service Area,US,yes
32117,Service Area,US,yes
32118,Service Area,US,yes
32119,Service Area,US,yes
32124,Service Area,US,yes
32127,Service Area,US,yes
32128,Service Area,US,yes
32129,Service Area,US,yes
32130,Service Area,US,yes
32132,Service Area,US,yes
32133,Service Area,US,yes
32134,Service Area,US,yes
32136,Service Area,US,yes
32137,Service Area,US,yes
32139,Service Area,US,yes
32140,Service Area,US,yes
32141,Service Area,US,yes
32145,Service Area,US,yes
32148,Service Area,US,yes
32157,Service Area,US,yes
32159,Service Area,US,yes
32162,Service Area,US,yes
32164,Service Area,US,yes
32168,Service Area,US,yes
32169,Service Area,US,yes
32174,Service Area,US,yes
32176,Service Area,US,yes
32179,Service Area,US,yes
32180,Service Area,US,yes
32181,Service Area,US,yes
32190,Service Area,US,yes
32193,Service Area,US,yes
32195,Service Area,US,yes
32205,Service Area,US,yes
32207,Service Area,US,yes
32210,Service Area,US,yes
32211,Service Area,US,yes
32212,Service Area,US,yes
32216,Service Area,US,yes
32217,Service Area,US,yes
32218,Service Area,US,yes
32219,Service Area,US,yes
32220,Service Area,US,yes
32221,Service Area,US,yes
32222,Service Area,US,yes
32223,Service Area,US,yes
32224,Service Area,US,yes
32225,Service Area,US,yes
32226,Service Area,US,yes
32227,Service Area,US,yes
32228,Service Area,US,yes
32233,Service Area,US,yes
32234,Service Area,US,yes
32244,Service Area,US,yes
32246,Service Area,US,yes
32250,Service Area,US,yes
32254,Service Area,US,yes
32256,Service Area,US,yes
32257,Service Area,US,yes
32258,Service Area,US,yes
32259,Service Area,US,yes
32266,Service Area,US,yes
32277,Service Area,US,yes
32601,Service Area,US,yes
32603,Service Area,US,yes
32605,Service Area,US,yes
32606,Service Area,US,yes
32607,Service Area,US,yes
32608,Service Area,US,yes
32609,Service Area,US,yes
32612,Service Area,US,yes
32615,Service Area,US,yes
32616,Service Area,US,yes
32617,Service Area,US,yes
32618,Service Area,US,yes
32622,Service Area,US,yes
32631,Service Area,US,yes
32640,Service Area,US,yes
32641,Service Area,US,yes
32653,Service Area,US,yes
32656,Service Area,US,yes
